uuid,vin,make,model,mileage,year,price,zipCode,createdAt,updatedAt
9ed671f7-8246-4da1-9fe8-12f284fe2621,WDDGF4HB5EA632512,Toyota,Avalon,25723,1999,$77330.71,,11/28/2019,1/14/2020
3c821180-63ab-427b-bc2f-5f21214efc20,TRUWX28N021674685,Chevrolet,3500,53019,1994,$7712.58,1720,7/11/2019,3/19/2019
2adbcd22-1d4e-4b5b-ab87-cb960094c0f1,2G61T5S34E9736908,GMC,Sonoma Club Coupe,48966,1998,$83948.44,,7/14/2019,2/28/2019
207d1436-25b7-4e09-8aaf-7b53706caa6d,WAUAF68E85A492894,GMC,Yukon,1301,2006,$32130.80,,5/3/2019,8/7/2019
21a68ffc-4a39-457c-a832-d9dece450244,WVWAN7AN9EE351671,Audi,R8,3265,2008,$16149.67,,7/24/2019,8/10/2019
5965a29c-50ed-4781-8d02-e50259b164ac,WBAEJ13443A400355,Suzuki,X-90,88502,1996,$26157.71,2425-065,2/22/2019,7/29/2019
c57d6d99-c56b-4b27-8839-cd0f2f0f35a2,1N6AA0CC6BN344488,Chevrolet,1500,63970,1996,$95279.95,,9/9/2019,3/27/2019
3893c654-7ce3-401a-9528-b2d1a728170b,WBA3B9C53EJ179247,BMW,7 Series,13678,1994,$62214.92,,3/28/2019,11/5/2019
65bc580a-b2af-436b-9785-feb8ed063bbc,WVWED7AJ9DW644559,Volkswagen,Golf,95923,1992,$94394.55,2005,5/5/2019,10/20/2019
2ea53380-7fc8-4c10-8cf7-45ee40c2ff64,WBAUC9C53CV377947,GMC,Canyon,31910,2004,$18422.92,,5/7/2019,10/22/2019
877e7be5-d3b1-432d-a565-e86e3d9a58d0,WBS3R9C52FF632558,Ford,Mustang,32275,1995,$13398.64,,12/2/2019,10/29/2019
ab109255-daf4-4e62-82fd-e9dfae34f8b2,WBAKC8C55AC034762,Chevrolet,Suburban 2500,98180,2002,$8195.97,,4/6/2019,5/5/2019
baeda6d9-ec4a-484a-9e76-9720640bcda2,JTMHY7AJ0A5293236,Chrysler,Prowler,41690,2002,$48843.16,,8/5/2019,1/7/2020
014c5acc-43b5-4113-ba0d-d368067361b9,WAUMR94E58N291575,Mazda,CX-9,96156,2009,$81753.57,503 51,8/1/2019,4/19/2019
af1be5a6-fd88-4719-94d7-f7744067184b,KNDMG4C77C6994905,Chevrolet,Cavalier,72164,1993,$17684.26,,5/15/2019,8/14/2019
e062de7b-34d2-4e33-b448-674390f64ac1,JN1AZ4EH6EM006260,Mitsubishi,Montero Sport,7926,1999,$23105.47,,11/29/2019,9/9/2019
1c5d9791-35e4-4a0f-9e31-f7d61acc2187,1FTEX1CM3BF907215,Land Rover,Discovery,88405,1994,$91093.26,80020 CEDEX 9,10/23/2019,8/10/2019
a85efdd7-439a-4e20-9ee1-067793619897,1G4GD5GG7AF007959,Pontiac,Bonneville,81010,2001,$65415.27,89201,9/5/2019,5/2/2019
28784008-bf37-4240-a5f2-df8e1c4e4660,WAU2GAFC5FN303246,Cadillac,STS,95013,2009,$13840.54,,10/26/2019,10/6/2019
7137908f-31d4-46f6-aef9-29145b876df3,5J6TF2H57DL807489,Ford,Crown Victoria,84959,1996,$71431.28,,4/5/2019,9/28/2019
e0d51bed-fbed-4044-b929-ef3336f4de2e,2G4GU5GV4C9849698,Pontiac,Bonneville,93492,1992,$98173.81,,5/21/2019,4/4/2019
bd62bf28-0aab-4356-a642-4fe62cb4bca2,3VW507AT9EM328137,Saab,900,18887,1996,$65379.86,,11/2/2019,10/25/2019
a1132864-4d46-4295-861a-28025b1a6ad9,3D7TP2CT3BG990558,Isuzu,Ascender,53224,2006,$35999.20,,12/25/2019,6/5/2019
26c1e85f-22f8-49ed-8bbd-393b2cc0c2e3,WBAAN37441N861375,BMW,M5,99510,2000,$47341.84,6806,3/9/2019,10/1/2019
e0240e0f-1b27-4a1e-bb2a-7f3b2c518259,WAULFAFH9CN835744,Dodge,Intrepid,53484,2004,$76942.40,19318 CEDEX,1/6/2020,10/10/2019
006c38c1-b8c2-4784-9ce2-23acb7092e23,WBASN4C5XAC996896,Lincoln,Town Car,61878,1997,$58996.92,2020,1/17/2020,8/28/2019
7900ce41-dbea-4965-ba3a-6de40ed0ca20,5TFCW5F1XDX746266,Mitsubishi,GTO,92833,1991,$54603.31,,3/15/2019,12/29/2019
7dcd85a5-f262-469a-89af-94266fd698da,19UUA655X4A297401,GMC,Sierra 2500,47647,2006,$34989.92,,5/30/2019,11/15/2019
7b415cfb-816e-47f1-9c53-cf289132aeec,WBA5M0C54ED716947,BMW,X6,35263,2010,$5518.07,952-1505,7/8/2019,9/29/2019
00d83e9c-4818-43a1-a2e3-09748fda2ca2,2V4RW3DG0BR628721,Ferrari,F430,76772,2009,$86250.34,40068,1/19/2020,12/11/2019
4236ab4c-fd21-4ba6-bb74-53919c2f6ae3,WAUJC68E95A243738,Acura,ZDX,77413,2012,$52330.58,75976 CEDEX 20,12/25/2019,3/1/2019
5d2b89e0-7036-461d-a062-28dd72d1112b,JTDBT4K31B1687484,Bentley,Continental Flying Spur,30685,2012,$94846.91,,3/16/2019,3/13/2019
eed223ea-53d8-4c9c-923e-8fbdb47c7734,1C6RD6GP5CS968998,Volvo,940,46527,1993,$17316.99,,6/9/2019,1/5/2020
be66fff3-ddd8-4dec-89d0-f38c5d4acc13,1FBSS3BL3AD991928,Nissan,Altima,29698,1996,$43480.80,79960,12/17/2019,2/19/2019
48d4fee0-a89d-40b0-a0d9-2b0ad150414a,5TDDCRFH5ES847675,Nissan,Altima,82052,1998,$46909.85,,10/15/2019,10/17/2019
64fea357-9bad-4df4-b3ed-ac947bde4224,3FADP4AJ3BM082274,Kia,Forte,40971,2010,$50457.04,56-416,3/20/2019,10/9/2019
9eaede19-92a9-4fec-8e1b-b3438c12d8d4,3N1CN7AP2DL674522,Mitsubishi,Pajero,36537,1993,$3719.69,44320-000,9/13/2019,5/30/2019
d9074da2-ce6d-4eb3-8266-32a50881e62b,JH4DC54853S748546,Chevrolet,Silverado 1500,44872,2007,$86203.86,,9/10/2019,7/5/2019
eb41ad8e-830d-409b-8b7c-28482aaf5fe8,5TFBY5F15DX711365,Mercedes-Benz,R-Class,68195,2006,$46798.11,,11/8/2019,2/4/2020
ff156f12-9aeb-47a8-b4c4-ded2a40fe262,2G4WD552761392487,BMW,525,84024,2002,$94335.89,M4H,8/7/2019,12/26/2019
79e8969d-210f-4509-9cbe-ee489885416f,WAUVT54B53N215514,Studebaker,Avanti,70027,1963,$88800.64,,6/7/2019,8/7/2019
d071df92-bc5b-4ea5-9b11-acb92af77827,SCBCP7ZA6AC682589,Mercury,Mountaineer,53743,1999,$59635.76,,4/28/2019,5/15/2019
6242a4d1-d61d-4b20-a5c9-880f98140b5e,WAUGGBFC7DN862158,Chevrolet,Impala,23859,2012,$20378.26,,8/15/2019,10/11/2019
fbe30389-2ceb-4c47-a53c-afecfa894f3f,5NPEB4AC5BH203875,Lincoln,Mark VIII,66715,1993,$39296.81,,2/10/2020,3/30/2019
00a3872a-842b-4cfa-bfa9-97a1511ed7ef,WAUEG74F66N086190,Lincoln,Town Car,38255,1984,$61574.51,457031,1/7/2020,5/20/2019
b451ec38-e647-4f98-9ed0-bdbae8343051,SCFFBCBDXAG458032,GMC,Jimmy,70717,1992,$63281.46,1040,6/15/2019,12/19/2019
be825e6c-8510-4d70-b3e3-3b3f01f0fd41,3GYFNDEY0BS826337,Audi,S8,49857,2008,$33583.51,,5/2/2019,5/31/2019
f07bf7bc-0f97-437f-b760-aea1ecb0a8fc,2GKALMEK4C6099208,Volkswagen,Rabbit,66775,2010,$35696.16,,1/19/2020,4/16/2019
c1a82255-cf76-4d86-a066-d14f12369028,WBAEN33444P550724,Buick,LeSabre,22450,2005,$69490.36,,5/12/2019,5/22/2019
ef71332b-926d-4f9b-b2b8-de8b564c4933,WBABS53402E033520,Hyundai,Veracruz,3557,2012,$51400.13,,11/13/2019,8/1/2019
ade4219c-d734-4799-a1a8-a56c40b0866e,2HNYB1H46CH548556,Pontiac,6000,45757,1984,$31775.48,,9/8/2019,8/16/2019
12e8d1b7-e15c-44c1-a345-9b5911c3a83c,KMHHT6KD6EU805610,Chevrolet,Corvette,97232,1957,$81964.35,,10/22/2019,8/16/2019
2caadb54-4524-4228-91ac-db4d603d418c,WBAKX8C59CC363519,Nissan,370Z,29987,2010,$79074.49,,5/25/2019,5/24/2019
737a74bc-5e18-46cb-b056-88de5e7ce697,WVGAV3AX1DW495567,Infiniti,QX56,83898,2009,$71620.70,3204,5/6/2019,1/27/2020
c65a63da-929a-43cc-8191-b34f7b7b8b7c,WBA3D5C50FK158824,Dodge,Ram,2525,2010,$85359.98,L-5408,2/21/2019,11/3/2019
23a8121a-0191-4242-9e4b-1ce10fe51d09,5NPDH4AE1EH620085,Lotus,Elan,57746,1992,$84536.74,446378,4/13/2019,12/27/2019
92accdc8-0b26-41e7-aa54-e6eff256681e,1FTWX3D53AE210817,BMW,Z8,41352,2003,$33215.67,463 65,4/2/2019,12/4/2019
55f92685-93f0-40b6-be32-28c391199753,JM3KE2BE0E0485589,BMW,M,25701,2000,$31375.73,5300,4/17/2019,6/7/2019
86083a99-b0aa-45ee-bec6-c81fbe0002ac,19XFA1E65AE343387,Audi,Allroad,53744,2005,$53473.01,,10/27/2019,11/11/2019
f7494d47-54f9-4139-963e-e6a4592e888c,WA1YD54B73N560681,Dodge,Ram Van 1500,61472,1995,$55410.91,4500,6/27/2019,12/2/2019
5c7b45d1-c8aa-4a56-a5c4-4b69738fc1bd,1N6AF0LX5EN190851,Mazda,626,19700,1983,$37379.70,8655,1/15/2020,8/30/2019
d2dfe60a-e9bd-424d-be9a-2302fe51260b,WAUSH94F37N262092,Toyota,RAV4,82266,1997,$90466.37,32-865,2/21/2019,4/6/2019
240b090e-e004-4291-9561-d6ecec39b98e,5TDDK3DC3ES478841,Mercedes-Benz,SL-Class,92557,2012,$3116.39,,1/4/2020,12/9/2019
20468502-39d5-4147-980c-a9f9f2b0fd33,WBAKA4C51CC055058,Honda,Odyssey,57679,1997,$43926.78,93470,7/4/2019,6/1/2019
8a574440-91eb-4426-906c-a646a7ddf013,4F2CY0C72BK874050,Chevrolet,Avalanche 1500,18853,2006,$52866.33,,12/4/2019,3/24/2019
6efbe541-5f1a-4f98-9555-b0ec67ca2f46,WBAUL7C59CV699576,Ford,F150,23547,1992,$79120.29,356180,10/9/2019,7/25/2019
eab00574-c6f5-4ff1-ae23-c02e534cfbfc,SALVP2BG7EH891574,Suzuki,X-90,37422,1997,$30531.89,,3/1/2019,11/8/2019
0f8cae81-cf81-49af-af06-8cbeec0f7d75,1G6AA5RX1D0609153,Audi,TT,41681,2008,$71771.38,,4/4/2019,9/22/2019
a6c3e384-db5f-4500-8648-7a92cafcc5f3,WAURD68D12A579662,Audi,90,90361,1993,$52664.23,707-0112,3/2/2019,2/15/2019
c1ae3362-8a1e-4d27-abc4-06400da4d0ce,WA1LFAFP0BA325681,MINI,Clubman,56644,2010,$80138.89,522 32,2/17/2019,12/21/2019
69db157f-5a59-49c0-9f59-a4904f360078,WAULT68E05A474231,Subaru,Legacy,35827,2012,$32575.08,3332,10/29/2019,1/25/2020
da411b3b-6d3d-4faa-9f2e-7d542b87a50d,1GYS4GEF9DR590181,GMC,Yukon XL 2500,82219,2013,$80174.02,,8/1/2019,7/2/2019
d95bead8-52da-4d5d-9199-5803bec205d2,5XYKT3A61FG113754,Infiniti,I,25625,1999,$60358.69,34160,12/5/2019,12/6/2019
e8ecab9c-c98c-40ed-9c5a-01bef10368b6,WA1LGAFE6CD362455,Honda,Civic,19850,1990,$91512.70,,1/9/2020,7/16/2019
9c1ef34a-503e-4852-a4e1-f3a791f42bf8,JM1NC2EF5A0123123,Jaguar,XK,67325,2009,$7005.51,,10/3/2019,7/31/2019
5770f1af-e0e8-46bb-9723-7c99b3117c34,3VWML7AJ4DM363300,Oldsmobile,Silhouette,69205,2002,$27266.59,,9/13/2019,8/15/2019
9f4dd859-0b3c-4cbe-a148-2efdda96701a,1FTSX2A53AE170204,Lexus,IS,39765,2009,$7386.21,A63,3/20/2019,5/2/2019
4386f59b-895d-49c3-a51a-9998d9c1364d,WAUBGAFC9CN166369,Ford,Taurus,91479,1995,$95000.23,452974,5/31/2019,2/3/2020
016738c7-9172-4f39-897f-46a5a9aa3df6,WAUVC58E93A198096,Subaru,Forester,43843,2012,$56959.78,,6/14/2019,5/16/2019
e71938b2-6cfe-40d0-ad59-caac4a282e96,3D73Y4HL8AG834595,Buick,LeSabre,41395,1996,$37426.88,56-300,8/3/2019,9/16/2019
7f38d5db-e4ad-46d3-9f57-db619f007cbb,SCBBB7ZH5EC845181,Aston Martin,Vanquish S,2666,2006,$5052.77,,4/27/2019,7/25/2019
4a217a31-6393-49cf-a151-6ae760bd98aa,WAUJC58E04A093687,GMC,Savana 2500,74805,2004,$43227.40,,9/12/2019,4/20/2019
25021122-29a8-40b9-bc60-83b88937ef3e,WA1KK98R19A465673,Dodge,Aries,31662,1981,$97770.00,,1/22/2020,4/15/2019
ba588d62-1531-402c-b6f6-c3f0f46cb237,2T3BF4DV6CW284660,Porsche,944,16793,1985,$10383.47,6803,1/15/2020,11/12/2019
801b60e5-1604-478d-b71f-ddc9c137ccd5,JH4CW2H6XCC341889,Mercury,Montego,63871,2005,$82867.83,29399 CEDEX,1/30/2020,9/11/2019
25ee1d5a-da9b-4d04-b63d-331ad530cfb3,5N1AA0ND6EN711110,Dodge,Ram 2500,47634,2008,$80059.22,,9/3/2019,7/9/2019
d3eb957a-92d6-4faf-a7a1-c0e92a6e0631,WAUBF78EX6A071738,Mercury,Cougar,46769,2000,$61315.80,43-523,2/2/2020,8/15/2019
3a44baf6-61e0-4ca8-9cb0-f88ca740d9a6,3LN6L2G93FR488656,Mitsubishi,GTO,11799,1992,$68136.41,2285,12/21/2019,11/21/2019
a9ec431e-ca02-4748-9a97-e701785daf54,1G6AM1R31F0625868,Toyota,Celica,71901,2001,$90482.78,6119,7/20/2019,2/25/2019
1079fac6-d74f-4c0b-aaab-ba3a0dae1a29,WBAEJ13443A739374,Chevrolet,Equinox,82686,2005,$35575.86,6215-205,1/24/2020,8/2/2019
cb308e47-09fe-494e-850e-0855db387544,WBA3V7C58FP815218,Mitsubishi,Chariot,92139,1992,$17589.29,,6/23/2019,4/24/2019
8ad30dc4-fd54-4400-9558-f175f44f8a92,WBANN73526C092160,Bentley,Continental Flying Spur,63425,2007,$23412.89,,9/2/2019,9/21/2019
1a1444e8-0a1b-4694-80c4-8377af024d48,2C3CA1CVXAH157866,Cadillac,DeVille,52864,2000,$69199.94,,6/5/2019,4/10/2019
56406975-c15b-4f77-a18a-0cab5778e4ab,WAUNF98P98A522218,Isuzu,i-290,1072,2008,$17907.63,,10/17/2019,5/13/2019
9fa29dad-b036-45d0-b6c0-0cb18b1fa220,WAUKC68D01A996158,Infiniti,Q,15427,1996,$84013.46,,3/15/2019,1/24/2020
c5acb50b-35ea-4d06-8b50-af915abfccb8,JM1NC2LF3E0530608,BMW,X6 M,25897,2013,$98752.21,121 36,4/28/2019,3/9/2019
f5f5534b-2b3e-45d8-a622-53bb1ecee970,1GYS4EEJ4CR538528,Mazda,RX-7,74681,1994,$90704.66,352421,10/9/2019,10/20/2019
5153784f-af03-4467-aa96-bc8f75a761eb,JH4NA21633T242767,Toyota,Sienna,13229,2005,$37399.39,242251,10/8/2019,11/4/2019
11d7e56a-e4e9-4a19-bb1f-4a9e178c7cdf,KNAGM4ADXF5703691,Kia,Optima,56014,2006,$7362.99,,9/15/2019,4/12/2019
1e29acac-cf21-4491-bf21-e3d263702d1b,2T1BURHE1FC300727,Subaru,Alcyone SVX,24081,1996,$72852.64,09-450,2/11/2020,12/31/2019
af3722d4-266f-456b-833b-1fa2e0fdd2a1,JN1AZ4EH7DM242687,Land Rover,Range Rover,30980,1994,$56257.84,,6/30/2019,6/18/2019
de90cd7b-8d8c-4ffc-b057-908339750250,2HNYD18763H596157,Toyota,4Runner,924,2010,$92474.26,300999,10/24/2019,10/9/2019
2986ad3a-c401-40a3-b456-22d21bd22f82,KM8NU4CC3BU001710,Mercury,Mountaineer,4934,2000,$73502.66,30001,3/12/2019,5/17/2019
00dac16e-ca48-4f32-9e45-876747686f69,2C3CCAAG3DH038480,Infiniti,G,8009,2000,$70295.47,254008,8/27/2019,6/2/2019
2faa2d49-93b1-422a-a655-c601d7d8135f,WBADX1C53BE571978,Ford,Taurus,10715,2007,$47884.34,4424,1/12/2020,2/20/2019
888b3da6-4467-4990-a34c-d8229a2c0ad8,1YVHZ8BH7D5180364,Aston Martin,V12 Vantage,44864,2011,$78138.19,,11/28/2019,3/15/2019
75a13f51-0c40-4040-9168-58ccdff650eb,1D7RB1CPXAS745298,Chevrolet,Silverado 1500,47073,2010,$98252.07,,2/16/2019,4/20/2019
8d14a9a8-f111-4b21-a508-54c30bb7b713,1G4HR57Y27U927940,Land Rover,Range Rover Sport,99131,2008,$65341.65,,10/29/2019,11/27/2019
86c2b75f-90b4-4dc8-8c64-906f9dad8c0d,1N6AD0CU8BC576022,Hyundai,Sonata,6576,2003,$33241.32,,6/1/2019,4/9/2019
24f11c61-c61f-4ced-b32f-2752289e2080,1G6KD54Y51U918768,Suzuki,Daewoo Magnus,89371,2004,$97278.24,417 71,12/20/2019,3/31/2019
14237d95-767f-4b98-bd86-3b8b8290e992,WAULC58E73A145176,Porsche,911,80891,1992,$44082.82,83-243,2/20/2019,10/30/2019
92c353b1-65f0-4760-ab09-91fabbd04642,WBAPK5C53BF270639,Mercedes-Benz,E-Class,58095,2011,$17547.27,270-0164,9/3/2019,11/25/2019
d59a414e-e2a0-49f7-a0fb-5b0f1378b945,WDCYC3HF8CX163456,Infiniti,G,32519,2010,$64029.78,,5/10/2019,3/7/2019
86efc142-f0dc-4593-9997-d2a9bd1135f1,1G4HC5EM5BU146257,Subaru,Tribeca,87783,2009,$44476.07,,8/13/2019,3/29/2019
0878e7f8-a2a6-4dec-9133-ddca85a5b67d,WAUFGAFCXFN238847,Volkswagen,Cabriolet,94101,1987,$59097.26,18650-000,1/29/2020,4/24/2019
85b9ae42-a3c2-453f-a342-ddfa97652fdf,2LMDJ6JK1DB560101,Cadillac,DeVille,2136,2004,$57270.62,,3/24/2019,6/8/2019
46239dbc-348b-4cd5-9ab8-98d8a41e54fc,3C4PDCAB5DT065892,Lexus,GS,82906,2004,$81521.65,4624,10/6/2019,4/30/2019
18d620c6-b674-445c-90bf-88998bee8fc7,JM1DE1HY2B0891608,Lincoln,Town Car,10278,1998,$45784.76,,7/19/2019,4/27/2019
4b509796-c342-41c1-96fd-a355ab5372ec,WAUEH98E66A726254,Mercury,Mountaineer,36835,2000,$96553.92,75650-000,1/31/2020,6/15/2019
d76534ba-ff81-4f88-8b8d-556ea7450366,WAUFL44D23N234067,Acura,MDX,89217,2004,$96831.35,3900,5/4/2019,11/9/2019
01b60b1b-8a58-4730-b236-545794242897,3GYFNCE32ES703559,Dodge,Avenger,60350,1999,$62298.03,,8/31/2019,4/19/2019
a594eac6-c693-47f5-86d1-db14fd85d817,KNALU4D43F6758939,Nissan,300ZX,21695,1992,$47410.71,601430,6/9/2019,12/13/2019
8a25f0f8-7bc0-4e21-a41b-bf06552c9819,YV4902DZ5E2865308,Plymouth,Colt,59935,1994,$81139.35,,6/14/2019,7/23/2019
2725384e-59e0-427e-a6f8-a63741296b48,WBAYA8C50ED935585,Honda,Prelude,29939,1996,$75246.42,,7/28/2019,2/3/2020
dcfb8159-ab38-4789-82ac-60310a48dcb7,1FMJU1J52AE662085,Mitsubishi,Challenger,64085,2002,$74696.32,5043,12/23/2019,7/20/2019
e2f3f742-4e57-4e8b-8505-75728cd1fe80,YV4902NBXF1639368,Maserati,GranSport,46818,2005,$84850.57,,8/30/2019,12/1/2019
308baadc-01a5-46c6-9420-c0feb61cc48f,5YMGZ0C55CL565074,Lamborghini,Diablo,72290,1998,$72940.39,549 06,12/30/2019,8/21/2019
f82f46c5-5714-42d7-b38b-5f56f100259f,JN8AZ2KR7CT280301,Honda,Civic,22693,1989,$78273.83,3313,1/19/2020,6/9/2019
6eb2eb41-992f-4a79-8606-13dbbfa5a571,JN1AZ4EH9EM728371,Chrysler,LHS,90238,1996,$32133.00,93658,7/19/2019,4/23/2019
4c709f42-239a-40c6-9d94-4e79c01c6859,WBA3B3C55EJ171194,Ford,Freestyle,76599,2006,$43057.26,18400-000,9/17/2019,9/2/2019
f2cd4661-8c8e-4612-91f0-0ee877ad5ef9,WAUDFAFL3DN359274,GMC,Sonoma Club Coupe,99611,1996,$13860.85,,1/31/2020,1/4/2020
f6b11184-4b89-4323-a0fc-dea3faf74fbe,WBA3T3C51EJ908341,Mitsubishi,Montero Sport,74184,1997,$11221.06,,8/19/2019,2/11/2020
1cb35017-69ad-4eb9-be2a-248c0b161f49,4T1BF1FK4EU360096,Mitsubishi,Montero,29359,1992,$31849.12,757 01,3/31/2019,2/10/2020
6e25d254-43b0-46ea-88f1-4046a846b6b7,5UXFG8C55DL917059,Volvo,V70,86075,2005,$32167.22,188659,7/4/2019,5/17/2019
efb73d5a-8508-4148-a8f8-b086093341c5,5UXFE435X8L068048,Isuzu,Trooper,10270,1992,$33145.96,,12/4/2019,10/12/2019
157a242c-7b78-4b2c-b409-18961e82b45f,1GYS4KEFXCR357766,Pontiac,Firebird,55958,1995,$23937.91,,7/30/2019,9/13/2019
95291949-aa9a-4455-b3c5-e7f915840e96,5FRYD4H49FB121690,Nissan,Quest,40739,2001,$25113.92,,11/14/2019,10/25/2019
43bdd12f-24a1-44d2-9165-21675731bc7d,1G6DS1E32C0400685,Lincoln,MKS,25796,2010,$21889.93,26009 CEDEX,5/8/2019,6/9/2019
67aa1542-a861-4c70-9c0b-71ff8114f5d7,WBAWB33568P995137,Subaru,SVX,20934,1994,$47362.29,68239,1/23/2020,10/27/2019
063344b9-f54d-4c63-8688-0a55952a3ea8,WBAET37475N406324,Ford,F150,74725,1994,$89341.27,3070-085,8/2/2019,4/18/2019
39ed328c-f1ad-41ac-8b50-7a2cd1f79132,YV1612FHXD2980017,Ford,Ranger,5914,2006,$76866.62,,3/27/2019,10/7/2019
0cabe3d3-323d-49b0-826f-b9458247932a,SCBBP93W89C939484,Ford,Explorer,77795,2009,$8241.35,,6/19/2019,9/1/2019
1b35374e-404c-4376-b643-1b62c549ebf2,WP0AA2A9XES359085,Chevrolet,Suburban 2500,15408,2005,$31625.59,,7/23/2019,5/16/2019
c8e1af55-66ab-467b-aa8b-fc982783f463,1FMEU7EE9AU171291,Cadillac,Escalade,28775,2002,$54319.87,6337,8/18/2019,5/13/2019
6045c013-c077-497b-9350-db1d79850526,WAUEH78E77A298104,Kia,Optima,77758,2003,$84172.77,5606,5/5/2019,11/24/2019
c042f3b2-0d10-4f01-84be-5ef9bd8ef723,5XXGM4A76CG846545,Saturn,Aura,23158,2009,$46045.15,E32,12/27/2019,8/25/2019
dfe40f3b-254a-4d33-ae8d-448de53ad424,3GYFNGEY7AS445276,Volkswagen,Cabriolet,54086,2001,$51200.56,,9/9/2019,3/25/2019
71d265ac-93d8-41fb-ace4-ec55ebb54f3d,2B3CJ7DJ3BH165823,Mercedes-Benz,S-Class,88591,2005,$95188.17,690-1315,9/30/2019,1/24/2020
c1e94417-9614-465c-9b07-b9c83416e7a8,JN8AZ1MU3AW288449,Chevrolet,Venture,83365,2004,$46968.46,,8/25/2019,2/23/2019
128c5958-9d3d-4c03-99fb-333453e5ed74,5J6TF1H35EL792307,Mercedes-Benz,500E,55915,1992,$76449.39,,2/8/2020,9/3/2019
bebea892-bd45-40df-9701-5ccd39211aa2,WAUKH68D71A059986,Chrysler,Prowler,69898,2001,$44859.46,,9/8/2019,8/17/2019
28e8236d-df31-44cd-bcba-c94d2ef268c0,KNAGM4AD0F5001296,Pontiac,Firebird,37525,1969,$87221.31,,10/14/2019,11/5/2019
a9557254-7e70-42d9-bc9a-8bfd42cce38e,1G6KD57Y19U535613,Mitsubishi,Pajero,95717,1994,$18840.05,649240,4/29/2019,10/13/2019
ab182dcf-539d-49ee-b111-f5eed93171e1,JN8CS1MU3EM821284,Volkswagen,Passat,67695,1999,$84438.51,,12/8/2019,9/17/2019
f377ee97-c4d2-44f1-9566-3a90ad06a2f9,WAUVC68E33A323129,Mitsubishi,Galant,40765,2000,$74002.33,397100,9/10/2019,10/4/2019
2bb6618b-58c6-4b3f-9a90-56caba7f95e2,1G6DX67D590072577,Toyota,Avalon,59217,1995,$71189.56,46202,5/10/2019,8/12/2019
8a772663-cddb-4675-b67d-95f3b22e3327,WAUMGBFL9BA658341,Ford,Explorer,96784,1994,$46156.15,,7/30/2019,10/4/2019
9c567c6a-259b-43b4-b285-588a0bc12cdd,JTDZN3EU5D3532550,Mercedes-Benz,E-Class,5822,1996,$16381.52,,12/8/2019,2/17/2019
5281c9fc-3921-4066-a709-3523ca1db88a,3C3CFFDR5CT354843,Lotus,Esprit,39102,1990,$91580.43,90150,11/26/2019,9/23/2019
9a27c5a2-042c-430c-bf2f-77c55d1f2f7a,2T1KU4EEXBC553661,Mercedes-Benz,500SL,50096,1993,$24207.65,,5/4/2019,1/2/2020
cd0ea3c3-5dbf-4047-932c-d27542876a59,JM1NC2SF9F0430161,Pontiac,Solstice,12199,2009,$99423.45,88535-000,2/21/2019,8/14/2019
dbaee780-c17e-47a5-b8e3-b7dc1c248851,KMHHT6KD1DU455947,Nissan,Maxima,68132,1998,$93629.84,61650,12/4/2019,8/24/2019
8c692f18-410c-46bc-af02-1ca0eb1dc01f,1D7RE3GK1AS452262,Toyota,Yaris,39171,2008,$49867.59,517 02,8/31/2019,8/13/2019
112c5bef-c082-4a8a-a9ef-be072d428d49,5N1AT2MK6EC196319,Hyundai,Elantra,92438,2013,$55974.51,368117,8/9/2019,8/15/2019
d7dd6cd4-3091-4233-af5c-4fdeed3cf82b,JA32U2FU4FU465089,Suzuki,Swift,42346,1994,$16524.11,,5/14/2019,2/26/2019
56da6992-6715-4025-9eba-20c1e5c831eb,WAUJT64B44N869796,Volvo,XC70,29915,2011,$47781.09,,6/13/2019,5/9/2019
5de26677-ccc2-4101-a516-d565cc0469d6,5J6TF3H50FL254046,Toyota,Prius Plug-in Hybrid,31062,2012,$52735.61,,4/27/2019,6/24/2019
8da43a96-6241-4787-ab42-ed37efb189c9,WAUCFAFR5AA265772,Mercedes-Benz,G-Class,52192,2012,$70500.04,2490-005,1/30/2020,4/16/2019
329538b5-47a0-4f03-b54d-fea61c6edb6f,KNADH5A37B6101212,Ford,F150,20634,2007,$4760.44,6404,11/12/2019,2/3/2020
b0672c0d-492a-4e46-b01e-4f8e0ab0b557,5UXZV4C50DL739766,Mitsubishi,Eclipse,58020,2007,$88984.76,20601,8/12/2019,1/8/2020
b0b9b787-c0a2-4b91-8bae-f54fcd7c7d44,1FBNE3BL6BD705219,Chrysler,Cirrus,5420,1995,$27902.74,,1/15/2020,1/19/2020
46b84960-e33b-4e5d-9bfd-d7e5a6e7d037,4T1BF3EK3BU790436,Plymouth,Laser,12492,1990,$41040.50,,1/29/2020,11/11/2019
4be87528-49e4-44d4-8b98-25c5f536d3ba,WBAPH5C58AA083231,Mercedes-Benz,W201,81963,1990,$29362.85,,11/12/2019,4/24/2019
70033e3f-3104-4425-a144-69d7b6593081,JTDKN3DP8C3601811,Mercedes-Benz,400E,78762,1993,$70069.74,678080,10/5/2019,9/16/2019
00f7989a-62aa-4844-a283-98c8b893f850,JTHKD5BH7D2364275,Jeep,Liberty,34224,2005,$26763.06,,3/8/2019,12/27/2019
3d94d666-bddc-431d-aded-6718e0798c14,WA1UFBFL5DA393677,Mitsubishi,Pajero,89566,1996,$3235.53,,11/22/2019,11/9/2019
