uuid,vin,make,model,year
5c7327c6-2e41-4cff-986f-fbe9e0ead54a,JM1NC2JF7D0904459,Cadillac,Escalade ESV,2005
82709260-473b-4439-945c-2ca4eb84a916,5N1CL0MM9EC360550,Mercury,Sable,2000
788ade20-8bea-4219-b1d4-32971f65cefc,3MZBM1U75EM997573,Ford,Taurus,1995
9dc2bcbe-2bc5-4cd9-a7df-9e2e15156c91,JH4NA12604T887466,Mercedes-Benz,SLK-Class,2012
33d884ea-be41-498a-a279-3d748ede3fda,1GYS3KEF5DR904205,Volkswagen,Rabbit,2007
a08ba1d8-5ad8-4350-b48d-ac0bcb3b963b,WBAFR9C56DC658127,Ford,Econoline E250,1993
3e746de2-5e8a-4db5-aee5-2f1460006bc5,1G6KD54Y51U714889,Ford,F250,2010
e4884f79-c26d-4287-9a1b-c3fc8845f524,1FMEU5BE9AU456579,Audi,Allroad,2005
668f4b7b-8a99-45ba-87bd-729c3035e9ff,WBAPH775X9N247203,Chevrolet,TrailBlazer,2006
62e540b3-1e35-4311-8c6d-e49d7915d141,KMHDB8AE4CU488849,Dodge,Caravan,1997
42634947-1cd3-4689-a955-a5e5c06182c0,KNDJT2A58D7304398,Nissan,Altima,2000
86ed5cd9-a3f6-4da1-80be-240ce2989760,5LMJJ2J54EE052368,Pontiac,Grand Prix,1973
c0b8018a-f8af-43fd-aac3-2553104bfb18,3GYT4MEF5CG659255,Lotus,Elan,1992
2aac33c6-3d92-4d2a-82c2-6945c43bda2a,1G6DJ5ED5B0366694,Jaguar,S-Type,2000
880a13f1-2eb3-46b4-bd2a-2f40f6aaa368,WAUHGBFC7DN285992,Subaru,Impreza,2003
7ac83bc1-dfbd-4cbd-80f0-12570780b86c,WAUJFAFH2BN325550,Chevrolet,Suburban 1500,2012
726e85ac-1ba5-4c1f-8424-c7a85239f5cf,YV126MEC0F1597536,Lamborghini,Murciélago,2002
6a64352b-4123-4537-a834-764979f4ce38,WP1AA2AP3AL192471,Ford,Mustang,1990
885b99bb-56ed-474e-8f81-e6a448129b2e,WAUEF78EX7A865606,Dodge,Viper,2009
5a6ca1e7-c992-4459-bc3d-160fa43f211b,1G4HP52K13U612257,Volkswagen,Jetta,1994
202a388d-e972-43b2-802b-c0c5ecc95093,WBAKF9C59DE372882,Volvo,S60,2004
f4e8f081-7f84-43b9-9701-067be46617d3,KNALW4D46F6942489,Chevrolet,Suburban 1500,2005
8b4d35ed-f404-4130-9e5b-96a8a975b2a0,3C4PDCEG7DT470920,Ford,GT500,2007
5003035b-9385-441c-b39c-6cbba1d9d84b,WAUDGBFL1DA399184,Ford,F150,2000
e9df04cf-2a66-4bb7-9afa-40115019e0a6,SALCP2BG4FH844074,Dodge,Ram Wagon B350,1993
03441e5b-70c5-4beb-96a9-a2bd696439c2,SCBDC47L88C707876,Mitsubishi,Lancer,2007
c14b4d1a-be54-44a1-8492-750e1ecb9f84,JTDKN3DP1F3666889,Ford,Crown Victoria,1999
9a2716ad-360a-4c4f-b4c2-371fc9a113a0,1GYFK63848R792941,Dodge,Viper,1996
e49ef97c-31f7-4168-ae7e-817a026ced9c,SALVN2BG9EH151840,Audi,A8,2010
7c77f798-1dfd-44dd-a9a1-40360f02978d,3N1CE2CP3FL097860,Ford,Flex,2012
3866fbc8-efc8-442a-ae0c-1f82a77e2251,JHMZE2H3XDS059701,Aston Martin,DBS,2009
d6b89176-11ad-4045-baa6-f72739ffd5cd,5TDDK3DC2BS601217,Saab,9000,1989
e2492135-b2e6-4ece-9dc7-e899ac286453,1ZVBP8AM9D5172098,Ford,GT500,2007
71608368-26d9-4ea0-a239-e86795ac1979,KNAFU5A28D5829626,Honda,CR-V,2004
8229ee7f-1a3d-446b-ad36-7484deecdd3d,1D7RV1CT4BS114469,Honda,Prelude,1993
1800a726-bf97-4298-8fc4-78b02d492264,1G6DG5E52D0997042,Volkswagen,Eos,2008
5b4550cf-45f5-46a5-8835-0b80be318406,5GADT13S252392746,Mazda,Protege,2002
adc2c07e-deb6-4634-b7ff-5eb2086e964c,1FMJU1J50AE779504,Volkswagen,GTI,1989
7a5817d5-1f25-4d64-ade6-d51461353bf8,1G4HD57296U096669,Mercury,Monterey,2004
9a5a529f-301f-4b1c-ba08-d2a93e86390e,1G6DA1E39E0165238,Mercury,Mystique,1997
203ac9d2-c27e-424b-ab5b-1a4d70528f29,19UUA86219A415245,Ford,Bronco,1988
ef0d17d5-1f27-4844-aa5b-66fc8ab12b0e,1G6DJ5E37D0609688,Chevrolet,Tahoe,1995
8994579c-61a5-46a8-a56f-83349e452181,5GALRBED7AJ409510,Volkswagen,New Beetle,2010
00a7bf2f-3ca3-4d82-bd6a-11f43a34cf1b,WAULFAFH3EN294936,Chevrolet,Sportvan G10,1992
43866531-945e-4bbd-aeb6-ad25dc3f90ad,2G4GP5EX9F9640778,Mercury,Sable,1990
3eaf8907-a151-4652-80ec-b39bb9af440f,WAUVC68E42A845332,Pontiac,Montana,2006
e7550328-d295-469c-9aa9-683274269283,1D7RB1CT3BS393454,Chevrolet,Blazer,2004
60791480-7fc4-44c7-b910-5b89dd85f7ab,WAUBF78EX8A737077,Mazda,RX-8,2005
d5104a61-aa93-4daf-9a34-a50bde126a77,KMHFG4JG0EA573048,Mazda,Protege,2003
0e9c1186-97a5-4429-ab54-8a1faba450d3,1FTEW1E80AK812202,Dodge,Ram Van B350,1993
d4c0fbe9-cce3-4310-8f1e-1e74554a4051,1FTEW1CW6AK059213,Volkswagen,Passat,1986
09d736b0-da8a-4a9b-854f-22a746d3e8d5,1GD02ZCG7EF506545,Mercedes-Benz,CLK-Class,2000
0330a6c2-6f37-4860-b695-eb364c3fecc2,JN1AZ4EH4CM119699,Isuzu,Hombre,1997
1ddf6677-5c95-4ecf-b8df-649ba4c53978,WAULL44EX6N253319,Infiniti,QX,2006
4110956e-4ad5-440d-aaf6-4a8e565fe965,5UXKR0C53F0773851,Ford,Freestyle,2007
ed6ecc94-d95c-4413-a72f-521ef70d22fc,3VW117AU0FM672638,Kia,Sorento,2009
66ca2436-2309-43c2-9076-e410259d1d52,2G4GU5GX7E9845584,Mercedes-Benz,300SE,1992
853e8293-eb34-4a26-9bfc-993a3af554b9,1FTWX3A50AE139838,Infiniti,J,1993
d21d6463-61d1-4927-8df7-5cb0f8dc851f,WBABN33452P407409,Porsche,Boxster,2004
68f3b983-9f8a-4599-8277-890a11c3ded3,1GYS4GEF4DR479960,Suzuki,Grand Vitara,2009
73bf6f16-dfe3-4e8c-ad32-31af63ba67fe,19UUA66214A874630,Ford,Escape,2000
766d2564-7514-49d9-9ad6-ee4b1fdb27b4,1G6AG1RX4F0839103,Pontiac,1000,1984
b040c794-9ed4-41bb-8269-6144957b8dd1,WAUKF98E55A592232,Buick,LeSabre,2003
33dae3d0-5acc-4cba-b46e-c467b08bdceb,WAULVBFRXCA478874,Mitsubishi,Lancer,2002
a58c0920-c5c9-458e-a3df-ce97859798f3,1B3CC5FB8AN316746,Mercury,Sable,1987
5e0cdaa2-1b05-4e3d-acd9-d8e9dce8eb6b,JN1AZ4EH3CM210513,Chrysler,Fifth Ave,1993
182331f1-cb73-4c2b-a614-cb86a6ee0f4d,WAUHGAFC0CN073492,Oldsmobile,Silhouette,1997
d18abf38-5867-480f-b4ad-c00e09382669,WAUXL68E55A291036,Mazda,Mazda3,2007
5722a121-7853-466d-9f6c-450e43cfd57b,JN1BY1AP4DM807660,Acura,RL,2002
cfa571a0-eaad-46d1-bf95-c60555ec0050,WUAYU48H58K753194,Jaguar,XJ Series,1998
ffc5ef8c-aad0-4c70-bca2-6f5dada460af,5GAKRAKD3FJ272681,Mercedes-Benz,R-Class,2008
aaf8bc03-a3bf-48e2-94bb-8177ffaeb60a,1NXBU4EE2AZ658031,Chevrolet,Silverado,2006
662cd0c1-242a-409a-9ca6-e74b323a215e,JTDKN3DU5F0821841,Hyundai,Accent,2011
82291a61-326c-48d0-a778-7626556f34a3,1FMJK1H51DE060391,Pontiac,Tempest,1961
2680d32c-f8e7-47f4-872f-14458f59fc6e,JTHFF2C20F2656552,Pontiac,Bonneville,1999
70b15a3a-86fd-40ff-9ff7-4fed329f62f2,WAUDF98EX8A816558,Oldsmobile,Achieva,1992
e12c0ed5-2619-43f2-b451-3da935a32186,3G5DB03EX2S084057,Mercedes-Benz,SLR McLaren,2005
9a108476-993f-403b-a759-eced223467d3,1GYEK63N33R845784,Lincoln,Continental Mark VII,1985
13b5cbf4-02f7-4f43-a7a7-87357d512f1e,YV1672MK3D2148886,Kia,Spectra,2009
59dee4e0-ed34-4cc1-b0a2-d9f8e05f9a5b,3GYT4LEF7BG565130,BMW,600,1957
7e4f090a-ee11-46c7-b5f8-0849527d5200,1GYS4DEF2BR398743,Volvo,V70,2001
add84c23-f387-4031-a49a-6782185ca225,1GYS3AKJ2FR468225,Kia,Optima,2009
2d35bdf0-3126-4e21-8c2c-47bfce701464,WBAPK5C59BF350589,Chrysler,PT Cruiser,2004
39731190-2170-4f72-a4d4-42646963efa1,19UUB2F5XFA013708,Mercury,Sable,1999
0f0ddb5a-6f6a-4acf-8e24-8fbe074dac7e,1ZVBP8JZXD5792888,Subaru,SVX,1992
e375f52d-3c0a-432e-83b7-1b0bdbde4ea6,WBAEJ13472A098199,Audi,S5,2009
967844a3-4e98-4468-bcf3-6bf2a5739610,JHMZF1D44CS881902,Mitsubishi,Eclipse,2003
526fdd6a-4e50-4a2c-ba6b-82db6bdc6dc2,3N1CN7AP0FL222667,Buick,Roadmaster,1994
0d6f1762-042a-4426-bcab-d55ca2fabdb5,JTHFE2C22C2604631,Volvo,S40,2006
8bfeace2-e34d-44c0-ac77-45f8ac0f6ba9,WA1DGAFP0DA985563,Land Rover,Discovery,1994
8b6a0b2a-00f1-4192-b79d-e71dd0e95c05,WBAKN9C54FD495338,Acura,NSX,2000
101a8153-55ce-4824-b30c-d1ea8bbdb677,JH4KB16618C336575,Mitsubishi,Expo,1993
ca50b087-fa82-4b58-8d8e-8f7829b9c174,5N1AR2MMXEC590566,Dodge,Viper,1995
c53e19d9-ad39-436c-9b29-c86918fa6ad5,KNADM4A37D6368231,Audi,A5,2010
6df9365b-4084-47e4-b6c7-c37d9649c661,1N4AB7AP3EN669818,Lexus,LX,1996
2b766471-0e71-49fc-8124-49bd9c3312eb,WAUEH74F58N330945,Ford,Festiva,1993
0ad619d7-3afa-4de6-a882-3b9ddc9943d4,2G4WD582091979131,Ford,Econoline E250,1993
4075e54c-8503-4b82-847f-ab45d7b26709,WAUVFAFH4AN974024,Oldsmobile,98,1993
e4615661-1762-4a41-ab34-17fd1e68fa21,1C3CDFDH6ED232059,Dodge,Ram 1500 Club,1998
7c571512-b365-4bf1-b52e-4d1016582beb,4F2CY0C7XBK173708,Chevrolet,Suburban 2500,1998
4a81883b-17f6-4749-8579-7b33c0f1f28f,JM1NC2EF9A0113808,Ford,Ranger,1999
87a1ddc6-22dd-4e31-9432-508ffd6f7bd6,WBAPN7C56BA351277,Mercury,Topaz,1986
8aae3440-fcca-4adf-a9ae-b18f0e897f45,WBAVB33586K881212,GMC,Sierra 2500,2002
08888d02-11e0-40ae-b2c3-ee71fc49262b,5TDDK3DC3DS987665,Rolls-Royce,Ghost,2012
18f337ee-2ab1-455a-888f-a80b70803868,WAUAFAFL3DA312403,GMC,2500 Club Coupe,1994
8dabf583-ef65-4396-801c-7dd591971115,SCFFDABE9AG485245,Pontiac,Bonneville,1965
f4519d1c-6c9d-420d-bab0-21bc20e2c12c,1G6DS1EDXB0191414,Chevrolet,Metro,2000
df1d062d-7730-49ab-8ec7-a242b1888eff,TRUWT28N631977029,Toyota,Camry Hybrid,2007
b59fcb6a-c8f8-490c-af92-69e236e62416,WBAVM1C58EV588695,Dodge,Ram 1500,1994
ab5788d7-2ad2-4865-9dcd-f935645db4a2,2G61M5S33F9609906,Chrysler,PT Cruiser,2010
2afc65ff-4ae2-4037-aaf9-11c00f16ae87,5BZAF0AA3EN726343,Chevrolet,Avalanche,2009
8c3f5c4c-ed5f-47ba-894f-bcbcf7f6f557,3VW467ATXDM547715,Cadillac,Escalade ESV,2008
08134ee9-985f-4d65-99f5-129c304cbe6d,WBAPH73599A270419,Scion,tC,2013
41da2f07-6d6a-4886-8b89-3c83e895e2ab,WAUAH78E76A292848,Jaguar,S-Type,2002
208d1701-0d52-4abf-a517-531b38cdbbdb,3N1CE2CP1FL347869,Audi,A5,2010
da248710-662b-4e08-aeff-49fe4686ff17,YV4612HM3F1806313,Lincoln,LS,2000
8736576c-69a9-4886-b1fd-c4617b77a60f,2T1KE4EE7DC744986,Buick,Terraza,2006
42e6243a-83fa-477e-941e-19afac29c6c2,SAJWA4GB7EL834831,Ford,Aerostar,1988
655ca4f4-91ba-4692-bf2d-e35c8a2f3ac4,WBAKP9C57FD215339,Pontiac,Aztek,2005
b5db659d-98c0-4898-bc73-3e87fec2f5f6,1D7RV1GT7AS918497,Audi,riolet,1997
cf99d949-2b87-4d99-848f-a6bc95b4de4e,JH4DC23151S450711,Toyota,Prius v,2012
75d7bf66-8a40-4621-b876-dded7146554f,JH4CU4F44CC611346,Mercedes-Benz,C-Class,2012
1796fc7f-611f-41d3-89a3-bc2d0845117c,WAU2GAFCXCN435589,Saab,9-3,2007
b176eea2-af4d-4517-94bb-4a3d8ff93093,WAUGFAFR9EA544519,Ford,Courier,1987
93926a7a-f8f3-4e72-a5d7-9a882ebef84b,WDDGF4HB2CR165838,Audi,200,1989
e29e485a-c895-4f6a-8352-89715cce99ed,1FTWW3B59AE077468,Land Rover,Discovery,2006
5469ec30-1851-4678-ba16-6dcb4d535663,JTJBM7FX4C5107583,Ford,Mustang,1964
f405a937-05b6-409e-ac13-1c8666bf4580,5XYZG3ABXBG942641,Volkswagen,Golf,2003
3879e3c3-ddcf-459a-87b8-ff9862b3a52d,JTJHY7AX8D4875595,Jeep,Wrangler,2009
7c7bf201-f98e-4110-a4d0-940be2c4901d,1G6DJ1E30C0290190,Hyundai,Tiburon,1998
62e62fe3-2d9d-45c6-aafb-35c43d465067,WAUVT58E04A580258,Subaru,Impreza,2008
9bbfbc6a-8f29-4657-a54c-3d2b9d5528b2,SALCP2BG6FH051293,Mazda,Miata MX-5,1996
0a110253-307c-4263-b343-19a914cdb22d,JN8AE2KP2E9106937,Aston Martin,Vantage,2010
5e20f5d3-d334-4a4a-8874-297212730e7b,YV426MDA1F2568981,Mercury,Montego,2005
3cb8f7a3-c99b-42d1-aa7f-7debf3af94fb,WDBWK5EA3AF911715,BMW,530,2005
f27747bd-fd44-445e-a83d-cbf21f15b238,1G6AB5SAXD0008147,Chevrolet,Impala,2009
d4f53b2e-ccdb-494c-8207-5e382ac8e0f1,1FTSW3A5XAE045239,Volkswagen,Cabriolet,1988
b6e94ad2-97d9-4b87-8c8a-e20861df09eb,KM8JT3AB5DU408033,Hyundai,Entourage,2008
5c41e3ce-9f5f-4b05-8e79-73519dda9210,JTDKN3DUXA0338483,Mercedes-Benz,Sprinter,2010
b6d80726-1a4f-45c4-8361-be11ca1b2eed,1HGCP2E4XAA446315,Dodge,Ram 3500,2005
e4d1a21b-447c-4632-8e09-1167d41d0270,5YMGY0C51AL324452,Nissan,JUKE,2012
535fe893-1fd5-4acc-b736-dd24564bc34f,JN8AZ2NC2C9782590,Chevrolet,Volt,2012
23b40886-3cc9-42de-996b-7dbb855709d9,WAUBFAFL8DA635169,Oldsmobile,Aurora,1995
6c9a3ace-d2f7-4c51-954f-9ff3007c2202,1N6AA0CJ1EN231731,Ford,Excursion,2002
5559ae8d-c3fb-4eed-8932-c1a40c9b6a11,2C4RDGCG2ER204132,Hyundai,Elantra,1998
efeee018-3012-4280-add5-3892ac9f6a36,WAUJF98K29N589353,Audi,A8,2002
8834b2c3-4f1c-4c7e-9314-2f1b8feab890,WAUDFAFL4FN943797,Saab,900,1997
eb0775c1-4177-4b86-84c0-2a65c5e0336f,WBAGL835X4D900878,GMC,Acadia,2008
428a33e0-f5c1-423d-8899-d4dc5de63908,5TFBW5F11DX957528,Volvo,940,1994
00387415-e390-417d-82f8-2405e26a8b78,1G6DK5E34D0578302,Mercury,Topaz,1991
7eff95ee-4b8e-4e99-964f-03c1bc79594c,19UUA66246A368874,Dodge,Stealth,1994
bc9ff2c4-8f1e-4394-8e56-ea4e48f820ef,1G6AP5SX7E0475324,Buick,LeSabre,1996
3246354a-338a-4b24-8e46-d708dbf84f82,2HNYD18774H924249,Dodge,Durango,2004
f16f5de9-9066-466d-a496-ebe140e1adf7,WBAUP9C52BV689986,GMC,Yukon XL 2500,2000
bcf00a14-0412-4edc-bdeb-a726f18242f3,1D7RV1GT8AS426741,Chevrolet,Cavalier,2000
6044d992-ffab-4428-8e21-de3188ee7239,JTDKN3DP0C3286289,Honda,Insight,2005
52151773-223c-4aed-a8df-05bdf415601d,WDDHF2EB4BA288602,Pontiac,Firefly,1989
9d5ef9cd-b500-4705-93c4-53451937c7c8,5N1CR2MN6EC460172,Acura,RDX,2012
dfbb0413-5dca-4b94-b658-81ada4b7e637,1FMJK1G5XAE856537,Chevrolet,Corvette,2010
8ba90f40-5de1-4963-8bcf-a8469326006c,JM1GJ1T58E1235157,Suzuki,Cultus,1985
e0adb527-3ade-44b8-b533-46021a522d05,WAUBH74F48N182340,Bentley,Continental Flying Spur,2011
3c6d784c-88a3-4729-9ae6-47bbe5abbe43,SAJWA6FC2E8028727,Hyundai,Tucson,2007
eceefcde-4bf8-4d52-bb83-a2143b984163,3N1CN7AP2EL311672,Toyota,Sienna,2001
18106940-2540-4c0d-bd2f-4112baa6646f,WBAAV53401F406258,Volkswagen,New Beetle,1998
bdf6e2e4-24fd-4e92-be22-3b08c249fbe5,3C4PDDDG9FT325100,Jeep,Liberty,2010
f2b351bf-d7ef-4820-8e25-06121c132ee8,1G6AA5RX4D0873029,Ford,Econoline E150,2002
847d62cf-f32f-4788-abc7-b0cb5bbd6276,1GYFC16239R927920,Cadillac,Escalade EXT,2006
194f82e9-2290-4ed9-9c0a-a9e330dffb0c,1N6AA0EC0DN425762,Volkswagen,Scirocco,1988
bc4d45f9-eb21-444d-b108-245382569114,5TFBM5F11AX518072,Volkswagen,Phaeton,2006
860e9c48-c498-4cd2-a66d-f2b9fb6531dd,SCFFDAAE5CG556283,Aston Martin,DB9,2005
fcc8a384-d0da-4b74-a0ab-3fb5dfb902e6,JA32U1FU9AU408549,Mitsubishi,Tredia,1986
0d7525f2-cbf6-4572-9ecd-a714d4cbce2b,3G5DA03E55S193940,Buick,Riviera,1993
ab6dccd8-f01c-4bc1-b189-b6b91a59c7bf,WAUEFAFL0FA386642,Mercedes-Benz,CL-Class,2005
a81c673e-d277-4c54-834e-176671972444,1ZVBP8AM8D5679204,Isuzu,VehiCROSS,2000
47faa5a0-e4c8-4c6a-8987-fd43f3234819,1GYUCAEF4AR707007,Ford,E250,2011
ea6aaf78-0f73-4d91-a06c-766c9967cf60,1G6KD57Y19U638028,Oldsmobile,Cutlass Supreme,1994
2602b911-da5c-4726-8c70-dd09ac01a83b,5TDBKRFH4ES660244,Lexus,GX,2003
dcf9527b-4170-451e-86f0-18687d143009,3FADP4AJ6FM321967,Pontiac,LeMans,1968
287f5f05-893a-47a5-9abc-e74d32a3f1f2,WBAHN83597D019091,Toyota,Echo,2001
5d3aa1f4-72e6-409e-9d3e-7136840da9c3,WAUDF98EX5A691587,Land Rover,Range Rover,1999
b66aee2e-e721-4438-8160-5913bdb9a75f,1G6EC12982B249428,Isuzu,i-370,2008
a0ce405f-007f-4e3c-a4e5-86837780814c,WDDHF0EBXEB395480,Chevrolet,Express 2500,2003
048ab224-0a3b-402e-ba1b-aca02b2a5d1e,3C63DRAL1CG632205,Mercedes-Benz,SLS AMG,2011
ceb12998-6945-4826-b589-8dece5c74be2,1N6AA0ED1FN643415,Audi,S8,2007
7beb0a83-782a-4b32-bb76-2a4a8f2952a4,JTHBK1GG6D2222417,Chevrolet,1500,1994
8e1aece7-7bd9-466d-9391-af0ab51cc5de,YV1902AH5C1749747,Ford,Taurus,1999
c61568cd-f65f-40a5-a0b6-4d6aa0ae7251,WBAWL73539P732397,Dodge,Ram Van 1500,1996
0fde9190-c018-4ce5-8aab-dbe14d8df3af,WBAKP9C56ED839776,Audi,A8,2004
dd303d5a-e853-486a-8da5-3a32d481d3c9,19UYA41653A124212,Chevrolet,3500,1994
cb0665dc-659e-4901-9897-84780d7e2055,1FTSW2A59AE805297,Ford,LTD Crown Victoria,1985
f47ec0a3-10c9-434f-94c8-6d4ae50731dc,WA1DMAFP6EA480394,Aston Martin,V8 Vantage,2012
fbe6e788-6754-4410-9c10-20c70bbd17e6,5XXGM4A73CG422983,Nissan,Armada,2010
65a49283-7384-4845-88bf-6f7b0be65dac,1FTEX1CM9BK379476,Land Rover,Range Rover Sport,2008
74fe9d33-6ad3-4599-a8ba-34716c01f794,WDDJK7DA0DF538409,BMW,3 Series,2004
50979e99-766d-44df-ab59-3c87ff70d158,5TDDK3DC7FS726140,Volkswagen,Touareg,2011
2447234d-aa98-43c5-8b1c-9f9b8ace0c3c,2T1BURHE6FC790453,Infiniti,G35,2006
f68f46a4-7c97-4455-9038-85a787627c03,WBA6B4C54ED879485,Subaru,Impreza,1997
193dc7e8-be9b-496f-9e17-96f50a38aedd,4A31K3DT0AE320926,Chevrolet,G-Series G30,1995
b8c63728-6011-4784-a099-0fa1f8ac3cc0,WBADW3C58CE134218,Mercury,Grand Marquis,1997
a47d1e82-8712-48e4-ab3f-2705b3225ac4,WBAPH5C54BA318189,Volvo,C70,2012
691b60b6-f74c-4051-ba19-c8f8612a59c3,WAURFAFR2AA972452,Chevrolet,G-Series 3500,1998
c3823eb8-c24f-4655-92ff-397866090782,3GYFNDE33FS734634,Suzuki,Grand Vitara,2012
45028afc-0e6b-4418-a327-949ec57d5473,WAUEFBFL4BN557112,Buick,Skyhawk,1985
55cabebf-6766-4559-8ef2-a06371ce6ef8,1C3BCBEB4CN389498,Porsche,914,1970
cc4467f0-3c2d-4e6b-9c6c-ce2cb34209f1,1FTSW3B51AE550584,Audi,Q7,2011
598dc890-777c-4e59-985d-2b0575c962d7,1C3CDZABXDN602536,Chevrolet,Suburban 1500,2007
5ee4ae10-953c-4546-aa57-d7e27853c8f6,WBABN53442P226796,Toyota,Sienna,2008
5f5bb90e-678f-4fc3-a47f-a7f29340187e,2C3CDXBG7CH329660,GMC,Yukon XL 2500,2005
5bc4b589-e967-430c-b90c-30953a99091d,WBABD534X5P516418,Nissan,Quest,2006
c9b0431c-d0e4-4003-b76c-2f268659ddec,ML32A3HJXFH124889,Ford,Freestar,2007
54773e2b-689e-415c-bde4-5f4f4b364d39,KL4CJHSB4FB048583,GMC,2500 Club Coupe,1995
dff32618-2423-459b-b376-e24bdf41111a,4A31K5DF7CE920111,Volkswagen,Eurovan,1999
57b39e6c-9e13-41b9-b68d-55539d0018a4,1GD11ZCG2DF687804,Suzuki,XL7,2006
37ac414d-5641-48b0-ad74-46364d5d0edf,1FTEW1CM6DF581240,Kia,Soul,2010
b2671b66-1ee9-4742-b97d-d01e9f7ece0e,1FADP5AU2EL108899,Oldsmobile,Intrigue,2002
4709822a-1806-48b3-a3bc-639bd5374eb0,5UXWX9C59F0349487,Ford,Escape,2001
24c3e9b1-b6c8-4f89-bb63-0c2058e07035,1N6AF0KX0EN632145,Dodge,Ram 1500,2006
e8cf1c38-c131-48b9-b4ff-62c40f4033f6,3LN6L2LU6FR230674,Ford,F450,2008
ad44964c-6539-4515-85e7-d40a9f2e10fd,WBANB53557C342134,Ford,Mustang,1995
29db60d4-29ca-415c-b373-5a9c3b46bbcf,WBAEK13517C362776,GMC,Sierra 1500,2000
dd29619c-9afb-4bf9-b961-235001a4075a,WA1LFBFP2BA347767,Ford,F150,2011
01f32882-46cc-45df-98fe-6ea41372767a,1HGCR2E55DA583542,Plymouth,Neon,1997
fa62ea9c-ab50-4618-aedd-cd7e14425600,JTDBT4K33CL421194,Subaru,Brat,1984
9962aaf6-9514-4197-905f-ba7de5d28107,WBAYE0C53DD281508,Saab,9-3,2006
6cf81aa3-99dc-4f72-a4a7-9c720e5f2be9,3C63DRGL5CG156984,Volkswagen,Jetta,2000
c4dc4d24-fd7d-4e9e-a324-630a2e6f5474,3D73Y4EL5AG391617,Dodge,Caravan,1996
cffc7bd2-7eff-4213-a837-6d90abb26643,1G6DP1E39C0942366,Pontiac,LeMans,1966
c96cb19a-de2b-4d3f-9e63-db86e0da1d36,YV126MFB6F1297618,Lexus,GS,1998
588af3c7-4a09-4b60-9047-34a02fde172c,WAUMFAFL9BN254073,Nissan,Frontier,1999
87a21151-3514-4db7-b1ec-c8a100076f9b,SCBZK22E02C584233,Honda,Accord,1992
6ac8d2e8-652a-4d3e-88b2-265b85e44b31,WAULC58E22A001548,Suzuki,Aerio,2007
7745809c-98fd-4657-b662-06b487b117c5,JH4CL95946C415294,Infiniti,G,1993
f9b60906-2c4b-4c5f-b887-5a97cf2098a5,2G4GR5GX7E9046695,Maserati,Coupe,2005
c34811b7-8916-4a89-949c-db98e7c4144f,2C3CCABG5EH055216,Ford,Thunderbird,1977
119871ef-2bcb-4a3a-9f2c-9393e05f559e,1FTEW1CM2DK887908,Ford,Aerostar,1997
452c2192-e2b7-4cf4-9a2b-f533d7c8e2fd,1FMCU4K39CK944722,GMC,Canyon,2010
4994dbe7-7ab6-4885-8bdc-49c88d7e1f60,1C3BC2EB8BN749628,BMW,760,2006
b8e94a7c-0d00-4f53-b520-4de11d9b3be5,1C4RDJDGXEC446123,Volvo,V40,2001
fd83f199-1f9a-4ab3-b92f-3139a4262602,WDDGF4HB3CR770497,BMW,325,2004
23c0e63a-ede5-48b4-a393-79e16a8b04ba,WBAKG7C50DE802798,Toyota,Sequoia,2004
7a4c3426-0d1d-42a0-88a6-d264412b73b2,1N4AA5AP8DC278021,GMC,Jimmy,1992
f5e3a25e-d726-494b-a2d7-0b20b0e8a22a,WBAWB33549P060992,Honda,Civic Si,2005
254ca6a9-283e-42cd-89e5-acf3a1a0f732,5UMDU93528L045836,GMC,Envoy XUV,2005
52e487f2-961f-48cf-a8b1-2e81cee282fc,WBA3T3C52EJ413680,Dodge,Ram Van B150,1992
ffdae757-ec54-4384-a7e6-e69f0d591372,3GYFNGE35FS337279,Pontiac,Grand Am,2004
d5192260-4330-4a6d-829f-2e1ba08fb1d9,SCBLC47J89C471211,Land Rover,Range Rover Evoque,2012
d4545a70-c8d3-4501-80be-e23ddcee7d45,19UUA9F77DA959761,Chevrolet,G-Series G10,1994
b42a799c-4328-4355-8bba-0fe766e1421a,1G4GF5G30EF518863,Mazda,626,1996
5d0b5c33-889c-4fe5-bbc9-f550e40905de,5TFBY5F16CX996902,Cadillac,Escalade,1999
2a1c7751-934d-4e2e-aa4c-454a1c72bc82,3D7TP2CT4AG967868,Plymouth,Breeze,1997
30a49228-e381-4e26-8b14-5979a2c8b30f,JH4KB16308C868034,Mitsubishi,L300,1990
59b0508d-2e3e-44d3-b61b-da86bbcb6c84,3VW4S7AT1EM204420,Ford,E-Series,2012
5864332e-6c47-419f-82e9-506fc1bba863,2G61P5S37F9451321,Acura,RL,2007
504e83ab-4c49-49b0-ae18-6eee0c031108,NM0KS9BN4CT935893,Mercedes-Benz,E-Class,1986
ec9440a1-2eed-4149-8696-b8e2b0f1bf8a,WAUNF68P86A600886,Pontiac,Bonneville,1993
2f554722-d4c1-46f2-aa0f-785d83fe5c0a,WA1CGAFP2EA050199,Infiniti,QX,2002
e8a6ca0b-66a2-4210-874a-5e0cf62e0d29,1G6AR5SX3F0101661,Aston Martin,V12 Vantage,2012
1a6841fb-570f-424d-a42e-53987956a44f,2C3CA9CT3AH128450,Ford,Windstar,1997
